id,date,username,content,url
1341411498778914816,2020-12-22 15:53:18+00:00,VitalEndurance,"I refuse to accept this fate. WE (humanity) are stronger than this. WE must #Resist !!! #IDoNotConsent to lockdowns, masks for the healthy, or mandatory ""health care"". https://t.co/FacNsx1noK",https://twitter.com/VitalEndurance/status/1341411498778914816
1341410599255814145,2020-12-22 15:49:43+00:00,uk_granny,#IDoNotConsent #KBF #NoMasks stop wearing a mask . Stop complying to this idiotic rules if you wear a mask you perpetuate the myth that they work,https://twitter.com/uk_granny/status/1341410599255814145
1341406587378954242,2020-12-22 15:33:47+00:00,roncoortiz,"@AndrewYang #WakeUpAmerica is because of evil doers like this man right here that the world is going in the direction is going. Your satanic agenda will not succeed, and we the people, the good awaken ones we are not going to allow it to succeed. The Lord Jesus rebuke you! #IDoNotConsent https://t.co/BXh7FdZ1re",https://twitter.com/roncoortiz/status/1341406587378954242
1341405378433708033,2020-12-22 15:28:58+00:00,Supermatt_01,"@Nowayjose1979 @RandPaul @marcorubio @AOC If anyone who's had it isn't immune, then injections of ""it"" won't help any either... #CovidHoax #Propaganda #IDoNotConsent #MyBodyMyChoice",https://twitter.com/Supermatt_01/status/1341405378433708033
1341404155139813387,2020-12-22 15:24:07+00:00,Supermatt_01,"@RandPaul It's inappropriate for you to allow a dangerous poison to be tested on human beings, period. No one should be taking a dangerous medical intervention without fully informed consent. Where's your spine? #IDoNotConsent #MyBodyMyChoice",https://twitter.com/Supermatt_01/status/1341404155139813387
1341396124939202564,2020-12-22 14:52:12+00:00,marebox1,@kadge1977 @CostcoUK I will not shop at Costco anymore @CostcoUK #IDoNotConsent,https://twitter.com/marebox1/status/1341396124939202564
1341391079636041730,2020-12-22 14:32:09+00:00,SoulRevival2,"@kadge1977 @richardgibb8 @CostcoUK #idonotconsent
#saynotocostco
#shopelsewhere",https://twitter.com/SoulRevival2/status/1341391079636041730
1341390729537613827,2020-12-22 14:30:46+00:00,Lucy40131808,#IDoNotConsent https://t.co/PYe9UyVfpY,https://twitter.com/Lucy40131808/status/1341390729537613827
1341386184052924418,2020-12-22 14:12:42+00:00,Veronic36023744,"What I can no longer experience because of the technology being used against me.

https://t.co/fAOanaRNCC

#movingbraindamage #IAmBeingTortured 
#IDoNotConsent",https://twitter.com/Veronic36023744/status/1341386184052924418
1341366128153669632,2020-12-22 12:53:00+00:00,BMcB77437937,"@RandomG4y The other explanation, hidden in plain sight:

https://t.co/wPIvXfZWtN

https://t.co/2AGGitnCez

#CovidHoax
#Idonotconsent https://t.co/fI58U54vwu",https://twitter.com/BMcB77437937/status/1341366128153669632
1341360309857112065,2020-12-22 12:29:53+00:00,SunshineTheGrey,"Are you on drugs?  #Fukushima was not enough for their #NuclearThrone of #liesondoctorspay #Superfund sites &amp; #ecology .... #AbolishPice_Anderson #SHAME ON YOU #uranium is FAR FAR FAR from clean, green or logical! 
#IDoNotConsent #NONUKES! #freindsoftheearth MY ASS!  #NUCLEARBAN https://t.co/dRKowQmnJX https://t.co/iVKl5LF1cU",https://twitter.com/SunshineTheGrey/status/1341360309857112065
1341360107905552387,2020-12-22 12:29:05+00:00,SunshineTheGrey,"@FOE_Ipswich @reinharduhrig Are you on drugs?  #Fukushima was not enough for their #NuclearThrone of #liesondoctorspay #Superfund sites &amp; #ecology .... #AbolishPice_Anderson #SHAME ON YOU #uranium is FAR FAR FAR from clean, green or logical! 
#IDoNotConsent #NONUKES! #freindsoftheearth MY ASS!  #NUCLEARBAN https://t.co/gPBsvjZjPt",https://twitter.com/SunshineTheGrey/status/1341360107905552387
1341346452199632897,2020-12-22 11:34:49+00:00,markcf83,Clear as mud. #IDoNotConsent https://t.co/kMLvrxqUjK,https://twitter.com/markcf83/status/1341346452199632897
1341345226938564608,2020-12-22 11:29:57+00:00,ALoveGlow,"Another #chemtrail over Edinburgh, this one is gigantic and already dripping down. Not showing up on flight tracker. #geoengineering #Idonotconsent",https://twitter.com/ALoveGlow/status/1341345226938564608
1341342845966422016,2020-12-22 11:20:30+00:00,SunshineTheGrey,#lietome #Nuremberg2 #IDoNotConsent https://t.co/TEfURbfqi2,https://twitter.com/SunshineTheGrey/status/1341342845966422016
1341309909061820417,2020-12-22 09:09:37+00:00,Veronic36023744,I am still being raped. I am still missing brain. I still despise this. I always despised this. I hate the people doing this and I want thrm killed. I want the creators of this technology killed. I want the software and hardware destroyed. #IDoNotConsent,https://twitter.com/Veronic36023744/status/1341309909061820417
1341298908438421511,2020-12-22 08:25:54+00:00,MeIAmBen1,"A article has been released of how to deal with family who believe in conspiracy theories! If this virus was so deadly and real, you wouldn’t need this article because we would all be begging to save granny! #IDoNotConsent #IWillNotComply #COVID #christmasisnotcancelled",https://twitter.com/MeIAmBen1/status/1341298908438421511
1341286141190926343,2020-12-22 07:35:10+00:00,comicdavemartin,"WHAT THE FUCK IS ANYBODY SUPPOSED TO DO WITH $600 ??!!

#criticalthinker #scamdemic #nomask #nomasks #digitalsoldiers #wwg1wgaWORLDWIDE #whereweGOoneweGOall #weAREtheNEWS #freethinking #wwgowga #painIScoming #weDONOTconsent #Truther #DOyourOWNresearch
#TruthMatters #IDONOTconsent https://t.co/jRRtkdskkK",https://twitter.com/comicdavemartin/status/1341286141190926343
1341206599453458433,2020-12-22 02:19:06+00:00,BitchyLiberty,"@TheRealLuxomni @catturd2 #IDoNotConsent 

#VetoTheBill 

#FireThemAll",https://twitter.com/BitchyLiberty/status/1341206599453458433
1341203084064636929,2020-12-22 02:05:08+00:00,BitchyLiberty,"@davidwebbshow Congress is the enemy of the people. 

#IDoNotConsent 

#VetoTheBill 

#FireThemAll",https://twitter.com/BitchyLiberty/status/1341203084064636929
1341202619713384448,2020-12-22 02:03:17+00:00,kidncatmom1,@GovernorKayIvey WE WILL REMEMBER that YOU and your treasonous team met with her! #IDoNotConsent https://t.co/kKHS2VEk8U,https://twitter.com/kidncatmom1/status/1341202619713384448
1341199926856957954,2020-12-22 01:52:35+00:00,jerezana0902,@RadioRow1 #IDoNotConsent https://t.co/cFm3GXYvWf,https://twitter.com/jerezana0902/status/1341199926856957954
1341198579084394496,2020-12-22 01:47:14+00:00,RadioRow1,#IDoNotConsent 🙂 https://t.co/upEX94mc0u,https://twitter.com/RadioRow1/status/1341198579084394496
1341194048028078080,2020-12-22 01:29:13+00:00,RadioRow1,"@fantasticmusic @FatEmperor It shouldn't be the only thing, but in fact it's a brilliantly simple thing which provides visibility of those who DO NOT CONSENT. This visibility:

1. Gives us emotional strength
2. Allows us to organize

#COVID19 #IDoNotConsent #nswcovid19 #auspol #lockdown #Masks #MaskupSydney",https://twitter.com/RadioRow1/status/1341194048028078080
1341192437981732864,2020-12-22 01:22:50+00:00,fuckthewealthy,I do not permit a small group of teenage boys with penises to redefine the word woman. #youarenotawoman #sitthefuckdown #idonotconsent #terf #proudterf #transexclusionaryradicalfeminist #imspellingitoutforyou #shutyourboymouths #shutyourmanmouths #stop #sexnotgender #lgbdropthet,https://twitter.com/fuckthewealthy/status/1341192437981732864
1341190313197490176,2020-12-22 01:14:23+00:00,WONEGoesWeALLGo,"#IDoNOTConsent
#VETOTHEPORKULUS https://t.co/PfbacBGucm",https://twitter.com/WONEGoesWeALLGo/status/1341190313197490176
1341163743477153792,2020-12-21 23:28:48+00:00,13_FPC,"#DrainTheSwamp of #Demoncrats, #RINOs, &amp; all other #Republicrats. #AmericaFirst! We are dying here, enslaving ourselves for these federal reserve notes while our ""representatives"" give out money we as a nation don't even have! #TaxationIsTheft #IDoNotConsent https://t.co/lkCvUmgI2L https://t.co/E5mltQOW5F",https://twitter.com/13_FPC/status/1341163743477153792
1341162518731898880,2020-12-21 23:23:56+00:00,BitchyLiberty,"#IDoNotConsent 

#VetoTheBill 

#FireThemAll",https://twitter.com/BitchyLiberty/status/1341162518731898880
1341161776474288128,2020-12-21 23:20:59+00:00,BitchyLiberty,"Back to it - 

#IDoNotConsent 

FUCK YOU CONGRESS!!!!",https://twitter.com/BitchyLiberty/status/1341161776474288128
1341159774344404994,2020-12-21 23:13:02+00:00,CovtofDominion,"By consent of the governed no more!
#IDoNotConsent https://t.co/0lVGWYcB07",https://twitter.com/CovtofDominion/status/1341159774344404994
1341146254554722304,2020-12-21 22:19:19+00:00,Kate25663223,@JustBeingReagan Had the same thought. #idonotconsent,https://twitter.com/Kate25663223/status/1341146254554722304
1341143557932019723,2020-12-21 22:08:36+00:00,Mike_Gamemaster,#FreedomOfChoice #IDoNotConsent #vaccination https://t.co/tCWOTc3qfS,https://twitter.com/Mike_Gamemaster/status/1341143557932019723
1341133744481202179,2020-12-21 21:29:36+00:00,MeIAmBen1,"I genuinely despair at the conversations I’ve heard in work today, so close to asking of these people tie their own shoelaces.... #IDoNotConsent #COVID20 #COVID19",https://twitter.com/MeIAmBen1/status/1341133744481202179
1341129798303830022,2020-12-21 21:13:55+00:00,Veronic36023744,Still #InvisibleRape #BrainHijacking #BodyHijacking #IDoNotConsent still,https://twitter.com/Veronic36023744/status/1341129798303830022
1341125674698854400,2020-12-21 20:57:32+00:00,nine_six3,"@noahfawbush1 @Breaking911 He has it double masked.. you can see the bottom part of another white mask under the black mask on top. 

Ridiculous. 🙅‍♀️🙅‍♂️🙅🙅‍♀️🙅
                  🚫🚫💉💉🚫🚫
#WeDoNotConsent
#CrimesAgainstHumanity
#IDoNotConsent",https://twitter.com/nine_six3/status/1341125674698854400
1341108356409401347,2020-12-21 19:48:43+00:00,bodybootcampltd,I am not denying covid exists. I know one thing &amp; that is our freedom no longer exists! Time to reclaim our freedom enough is enough! #IDoNotConsent #freedom https://t.co/mHXRG0lWtC,https://twitter.com/bodybootcampltd/status/1341108356409401347
